         City 1,             to,         City 2,             X1,             Y1,             X2,             Y2,       Distance,          Coins,            Bux
       Salvador,             to,       Monrovia,           1126,           1385,           1339,           1243,           1023,            305,              2
    Kuwait City,             to,      Hyderabad,           1775,           1062,           2010,           1163,           1023,            305,              2
       Monrovia,             to,       Salvador,           1339,           1243,           1126,           1385,           1023,            305,              2
          Cairo,             to,          Minsk,           1646,           1063,           1644,            807,           1024,            306,              2
       Djibouti,             to,          Beira,           1752,           1200,           1674,           1444,           1024,            306,              2
          Beira,             to,       Djibouti,           1674,           1444,           1752,           1200,           1024,            306,              2
          Minsk,             to,          Cairo,           1644,            807,           1646,           1063,           1024,            306,              2
         Kaduna,             to,         Athens,           1476,           1207,           1599,            982,           1025,            306,              2
         Athens,             to,         Kaduna,           1599,            982,           1476,           1207,           1025,            306,              2
      Guatemala,             to,          Cuzco,            740,           1178,            884,           1390,           1025,            306,              2
      Sao Paulo,             to,           Lima,           1062,           1480,            837,           1357,           1025,            306,              2
          Cuzco,             to,      Guatemala,            884,           1390,            740,           1178,           1025,            306,              2
           Lima,             to,      Sao Paulo,            837,           1357,           1062,           1480,           1025,            306,              2
     Ulan Bator,             to,          Dhaka,           2221,            886,           2094,           1109,           1026,            306,              2
           Rome,             to, St. Petersburg,           1508,            942,           1645,            725,           1026,            306,              2
          Dhaka,             to,     Ulan Bator,           2094,           1109,           2221,            886,           1026,            306,              2
    Panama City,             to,      St. Louis,            828,           1221,            737,            981,           1026,            306,              2
      St. Louis,             to,    Panama City,            737,            981,            828,           1221,           1026,            306,              2
 St. Petersburg,             to,           Rome,           1645,            725,           1508,            942,           1026,            306,              2
         Havana,             to,         Manaus,            795,           1120,            972,           1306,           1027,            306,              2
     Manchester,             to,          Lulea,           1397,            817,           1583,            640,           1027,            306,              2
          Lulea,             to,     Manchester,           1583,            640,           1397,            817,           1027,            306,              2
         Manaus,             to,         Havana,            972,           1306,            795,           1120,           1027,            306,              2
    Panama City,             to,      Araguaina,            828,           1221,           1057,           1338,           1028,            307,              2
      Saskatoon,             to,        Houston,            635,            820,            703,           1068,           1028,            307,              2
       Benghazi,             to,        Kampala,           1572,           1042,           1667,           1281,           1028,            307,              2
       New York,             to,        Caracas,            864,            956,            910,           1209,           1028,            307,              2
        Houston,             to,      Saskatoon,            703,           1068,            635,            820,           1028,            307,              2
        Kampala,             to,       Benghazi,           1667,           1281,           1572,           1042,           1028,            307,              2
        Caracas,             to,       New York,            910,           1209,            864,            956,           1028,            307,              2
      Araguaina,             to,    Panama City,           1057,           1338,            828,           1221,           1028,            307,              2
         Riyadh,             to,      Hyderabad,           1760,           1102,           2010,           1163,           1029,            307,              2
       Bismarck,             to,         Juneau,            643,            898,            419,            771,           1029,            307,              2
        Calgary,             to,     Cincinnati,            577,            832,            791,            975,           1029,            307,              2
        Toronto,             to,        Calgary,            817,            925,            577,            832,           1029,            307,              2
    Yellowknife,             to,    Thunder Bay,            566,            691,            749,            872,           1029,            307,              2
      Vancouver,             to,      Chihuahua,            488,            856,            631,           1070,           1029,            307,              2
      Chihuahua,             to,      Vancouver,            631,           1070,            488,            856,           1029,            307,              2
         Mumbai,             to,        Baghdad,           1970,           1147,           1746,           1020,           1029,            307,              2
        Baghdad,             to,         Mumbai,           1746,           1020,           1970,           1147,           1029,            307,              2
         Juneau,             to,       Bismarck,            419,            771,            643,            898,           1029,            307,              2
        Calgary,             to,        Toronto,            577,            832,            817,            925,           1029,            307,              2
           Oulu,             to,      Volgograd,           1619,            648,           1746,            872,           1029,            307,              2
      Volgograd,             to,           Oulu,           1746,            872,           1619,            648,           1029,            307,              2
    Thunder Bay,             to,    Yellowknife,            749,            872,            566,            691,           1029,            307,              2
       Khartoum,             to,         Naples,           1667,           1179,           1532,            960,           1029,            307,              2
     Cincinnati,             to,        Calgary,            791,            975,            577,            832,           1029,            307,              2
         Naples,             to,       Khartoum,           1532,            960,           1667,           1179,           1029,            307,              2
      Hyderabad,             to,         Riyadh,           2010,           1163,           1760,           1102,           1029,            307,              2
        Toronto,             to,    Mexico City,            817,            925,            683,           1145,           1030,            307,              2
        Karachi,             to,         Xining,           1921,           1096,           2158,            995,           1030,            307,              2
           Bern,             to,      Jerusalem,           1480,            886,           1685,           1042,           1030,            307,              2
      Jerusalem,             to,           Bern,           1685,           1042,           1480,            886,           1030,            307,              2
      Singapore,             to,       Shanghai,           2189,           1272,           2323,           1052,           1030,            307,              2
      Las Vegas,             to,         Havana,            566,           1002,            795,           1120,           1030,            307,              2
      Reykjavik,             to,           Oslo,           1250,            656,           1495,            736,           1030,            307,              2
    Mexico City,             to,        Toronto,            683,           1145,            817,            925,           1030,            307,              2
         Xining,             to,        Karachi,           2158,            995,           1921,           1096,           1030,            307,              2
         Havana,             to,      Las Vegas,            795,           1120,            566,           1002,           1030,            307,              2
       Shanghai,             to,      Singapore,           2323,           1052,           2189,           1272,           1030,            307,              2
           Oslo,             to,      Reykjavik,           1495,            736,           1250,            656,           1030,            307,              2
        Iqaluit,             to,         Ottawa,            909,            664,            838,            912,           1031,            307,              2
  Washington DC,             to,         Bogota,            839,            988,            860,           1245,           1031,            307,              2
         Bogota,             to,  Washington DC,            860,           1245,            839,            988,           1031,            307,              2
  San Francisco,             to,        Chicago,            504,            981,            757,            931,           1031,            307,              2
     Port Sudan,             to,          Lagos,           1693,           1149,           1452,           1241,           1031,            307,              2
        Chicago,             to,  San Francisco,            757,            931,            504,            981,           1031,            307,              2
         Ottawa,             to,        Iqaluit,            838,            912,            909,            664,           1031,            307,              2
          Lagos,             to,     Port Sudan,           1452,           1241,           1693,           1149,           1031,            307,              2
         Hobart,             to,      Katherine,           2523,           1644,           2419,           1408,           1031,            307,              2
      Katherine,             to,         Hobart,           2419,           1408,           2523,           1644,           1031,            307,              2
      Jerusalem,             to,        Nairobi,           1685,           1042,           1693,           1300,           1032,            308,              2
       Khartoum,             to,      Mahajanga,           1667,           1179,           1769,           1416,           1032,            308,              2
        Phoenix,             to,       San Jose,            605,           1031,            789,           1212,           1032,            308,              2
         London,             to,       Istanbul,           1410,            845,           1642,            958,           1032,            308,              2
       Yinchuan,             to,         Sendai,           2219,            974,           2477,            981,           1032,            308,              2
        Nairobi,             to,      Jerusalem,           1693,           1300,           1685,           1042,           1032,            308,              2
      Mahajanga,             to,       Khartoum,           1769,           1416,           1667,           1179,           1032,            308,              2
       San Jose,             to,        Phoenix,            789,           1212,            605,           1031,           1032,            308,              2
         Sendai,             to,       Yinchuan,           2477,            981,           2219,            974,           1032,            308,              2
       Istanbul,             to,         London,           1642,            958,           1410,            845,           1032,            308,              2
         Durban,             to,      Kisangani,           1649,           1526,           1607,           1271,           1033,            308,              2
  Santo Domingo,             to,    Kansas City,            888,           1150,            699,            974,           1033,            308,              2
      Singapore,             to,          Xi'an,           2189,           1272,           2250,           1021,           1033,            308,              2
         Riyadh,             to,      Bangalore,           1760,           1102,           2001,           1195,           1033,            308,              2
        Seattle,             to,    Thunder Bay,            491,            886,            749,            872,           1033,            308,              2
   South Tarawa,             to,         Banana,           2771,           1350,            229,           1334,           1033,            308,              2
    Thunder Bay,             to,        Seattle,            749,            872,            491,            886,           1033,            308,              2
         Banana,             to,   South Tarawa,            229,           1334,           2771,           1350,           1033,            308,              2
      Barcelona,             to,         Kaduna,           1435,            952,           1476,           1207,           1033,            308,              2
      Kisangani,             to,         Durban,           1607,           1271,           1649,           1526,           1033,            308,              2
    Kansas City,             to,  Santo Domingo,            699,            974,            888,           1150,           1033,            308,              2
          Xi'an,             to,      Singapore,           2250,           1021,           2189,           1272,           1033,            308,              2
         Kaduna,             to,      Barcelona,           1476,           1207,           1435,            952,           1033,            308,              2
      Bangalore,             to,         Riyadh,           2001,           1195,           1760,           1102,           1033,            308,              2
    Novosibirsk,             to,          Lhasa,           2063,            798,           2100,           1054,           1034,            308,              2
      Amsterdam,             to,       In Salah,           1461,            830,           1424,           1086,           1034,            308,              2
          Lhasa,             to,    Novosibirsk,           2100,           1054,           2063,            798,           1034,            308,              2
           Aden,             to,          Delhi,           1764,           1188,           1993,           1068,           1034,            308,              2
         Berlin,             to,     Casablanca,           1528,            831,           1364,           1031,           1034,            308,              2
          Delhi,             to,           Aden,           1993,           1068,           1764,           1188,           1034,            308,              2
       In Salah,             to,      Amsterdam,           1424,           1086,           1461,            830,           1034,            308,              2
        Kolkata,             to,       Shanghai,           2074,           1122,           2323,           1052,           1034,            308,              2
       Monrovia,             to,        Seville,           1339,           1243,           1376,            987,           1034,            308,              2
          Quito,             to,        Houston,            827,           1295,            703,           1068,           1034,            308,              2
        Houston,             to,          Quito,            703,           1068,            827,           1295,           1034,            308,              2
     Casablanca,             to,         Berlin,           1364,           1031,           1528,            831,           1034,            308,              2
        Seville,             to,       Monrovia,           1376,            987,           1339,           1243,           1034,            308,              2
       Shanghai,             to,        Kolkata,           2323,           1052,           2074,           1122,           1034,            308,              2
       Bordeaux,             to,           Kyiv,           1417,            910,           1670,            855,           1035,            308,              2
       Edmonton,             to,        Detroit,            584,            798,            797,            945,           1035,            308,              2
    Yellowknife,             to,      Fairbanks,            566,            691,            310,            653,           1035,            308,              2
        Orlando,             to,        Iquitos,            806,           1072,            880,           1320,           1035,            308,              2
           Kyiv,             to,       Bordeaux,           1670,            855,           1417,            910,           1035,            308,              2
      Fairbanks,             to,    Yellowknife,            310,            653,            566,            691,           1035,            308,              2
        Iquitos,             to,        Orlando,            880,           1320,            806,           1072,           1035,            308,              2
        Detroit,             to,       Edmonton,            797,            945,            584,            798,           1035,            308,              2
       Shenyang,             to,         Urumqi,           2345,            948,           2087,            924,           1036,            309,              2
        Kolkata,             to,         Manila,           2074,           1122,           2326,           1182,           1036,            309,              2
 Port Elizabeth,             to,       Kinshasa,           1616,           1555,           1526,           1312,           1036,            309,              2
         Boston,             to,      Monterrey,            885,            940,            671,           1086,           1036,            309,              2
        Iquitos,             to, Rio De Janeiro,            880,           1320,           1094,           1466,           1036,            309,              2
      Las Vegas,             to,     Charleston,            566,           1002,            823,           1035,           1036,            309,              2
        Tbilisi,             to,       Helsinki,           1746,            936,           1606,            718,           1036,            309,              2
         Urumqi,             to,       Shenyang,           2087,            924,           2345,            948,           1036,            309,              2
      Monterrey,             to,         Boston,            671,           1086,            885,            940,           1036,            309,              2
         Manila,             to,        Kolkata,           2326,           1182,           2074,           1122,           1036,            309,              2
     Charleston,             to,      Las Vegas,            823,           1035,            566,           1002,           1036,            309,              2
       Helsinki,             to,        Tbilisi,           1606,            718,           1746,            936,           1036,            309,              2
        Glasgow,             to, St. Petersburg,           1392,            781,           1645,            725,           1036,            309,              2
 St. Petersburg,             to,        Glasgow,           1645,            725,           1392,            781,           1036,            309,              2
 Rio De Janeiro,             to,        Iquitos,           1094,           1466,            880,           1320,           1036,            309,              2
       Kinshasa,             to, Port Elizabeth,           1526,           1312,           1616,           1555,           1036,            309,              2
       New York,             to,      Chihuahua,            864,            956,            631,           1070,           1037,            309,              2
      Chihuahua,             to,       New York,            631,           1070,            864,            956,           1037,            309,              2
         Madrid,             to,      Bucharest,           1395,            955,           1651,            912,           1038,            309,              2
      Bucharest,             to,         Madrid,           1651,            912,           1395,            955,           1038,            309,              2
          Lhasa,             to,         Manila,           2100,           1054,           2326,           1182,           1038,            309,              2
     Copenhagen,             to,     Hammerfest,           1516,            783,           1602,            538,           1038,            309,              2
         Taipei,             to,        Jakarta,           2329,           1102,           2223,           1339,           1038,            309,              2
         Naples,             to,         Moscow,           1532,            960,           1719,            780,           1038,            309,              2
        Jakarta,             to,         Taipei,           2223,           1339,           2329,           1102,           1038,            309,              2
         Moscow,             to,         Naples,           1719,            780,           1532,            960,           1038,            309,              2
     Hammerfest,             to,     Copenhagen,           1602,            538,           1516,            783,           1038,            309,              2
         Manila,             to,          Lhasa,           2326,           1182,           2100,           1054,           1038,            309,              2
         Tehran,             to,         Butwal,           1797,            997,           2044,           1078,           1039,            309,              2
        Caracas,             to,   Campo Grande,            910,           1209,           1002,           1452,           1039,            309,              2
         Manaus,             to,          Miami,            972,           1306,            819,           1096,           1039,            309,              2
         Butwal,             to,         Tehran,           2044,           1078,           1797,            997,           1039,            309,              2
         Cairns,             to,           Cebu,           2507,           1424,           2354,           1214,           1039,            309,              2
           Cebu,             to,         Cairns,           2354,           1214,           2507,           1424,           1039,            309,              2
          Miami,             to,         Manaus,            819,           1096,            972,           1306,           1039,            309,              2
   Campo Grande,             to,        Caracas,           1002,           1452,            910,           1209,           1039,            309,              2
      Cape Town,             to,       Zanzibar,           1557,           1555,           1714,           1348,           1039,            309,              2
       Zanzibar,             to,      Cape Town,           1714,           1348,           1557,           1555,           1039,            309,              2
     Charleston,             to,          Quito,            823,           1035,            827,           1295,           1040,            310,              2
          Quito,             to,     Charleston,            827,           1295,            823,           1035,           1040,            310,              2
       In Salah,             to,       Khartoum,           1424,           1086,           1667,           1179,           1040,            310,              2
        Atlanta,             to,      Saskatoon,            791,           1028,            635,            820,           1040,            310,              2
      Kisangani,             to,       In Salah,           1607,           1271,           1424,           1086,           1040,            310,              2
       Khartoum,             to,       In Salah,           1667,           1179,           1424,           1086,           1040,            310,              2
       In Salah,             to,      Kisangani,           1424,           1086,           1607,           1271,           1040,            310,              2
       Santiago,             to,         Manaus,            882,           1550,            972,           1306,           1040,            310,              2
  Santo Domingo,             to,    Quebec City,            888,           1150,            880,            890,           1040,            310,              2
    Quebec City,             to,  Santo Domingo,            880,            890,            888,           1150,           1040,            310,              2
           Kyiv,             to,         London,           1670,            855,           1410,            845,           1040,            310,              2
         London,             to,           Kyiv,           1410,            845,           1670,            855,           1040,            310,              2
      Saskatoon,             to,        Atlanta,            635,            820,            791,           1028,           1040,            310,              2
         Manaus,             to,       Santiago,            972,           1306,            882,           1550,           1040,            310,              2
      Chihuahua,             to,         Ottawa,            631,           1070,            838,            912,           1041,            310,              2
           Aden,             to,       Istanbul,           1764,           1188,           1642,            958,           1041,            310,              2
       Istanbul,             to,           Aden,           1642,            958,           1764,           1188,           1041,            310,              2
          Cairo,             to,         Berlin,           1646,           1063,           1528,            831,           1041,            310,              2
       Djibouti,             to,    Livingstone,           1752,           1200,           1611,           1419,           1041,            310,              2
    Livingstone,             to,       Djibouti,           1611,           1419,           1752,           1200,           1041,            310,              2
         Ottawa,             to,      Chihuahua,            838,            912,            631,           1070,           1041,            310,              2
    Vladivostok,             to,         Manila,           2402,            933,           2326,           1182,           1041,            310,              2
         Manila,             to,    Vladivostok,           2326,           1182,           2402,            933,           1041,            310,              2
         Berlin,             to,          Cairo,           1528,            831,           1646,           1063,           1041,            310,              2
 Salt Lake City,             to,        Orlando,            573,            955,            806,           1072,           1042,            310,              2
       Djibouti,             to,      Hyderabad,           1752,           1200,           2010,           1163,           1042,            310,              2
        Orlando,             to, Salt Lake City,            806,           1072,            573,            955,           1042,            310,              2
      Hyderabad,             to,       Djibouti,           2010,           1163,           1752,           1200,           1042,            310,              2
      Jerusalem,             to,          Kabul,           1685,           1042,           1944,           1012,           1042,            310,              2
     Wellington,             to,    Broken Hill,           2735,           1627,           2486,           1550,           1042,            310,              2
          Kabul,             to,      Jerusalem,           1944,           1012,           1685,           1042,           1042,            310,              2
    Broken Hill,             to,     Wellington,           2486,           1550,           2735,           1627,           1042,            310,              2
       Kandahar,             to,        Rangoon,           1911,           1037,           2137,           1167,           1042,            310,              2
        Rangoon,             to,       Kandahar,           2137,           1167,           1911,           1037,           1042,            310,              2
         Padang,             to,         Mumbai,           2179,           1303,           1970,           1147,           1043,            310,              2
 St. Petersburg,             to,         Naples,           1645,            725,           1532,            960,           1043,            310,              2
          Quito,             to,      Monterrey,            827,           1295,            671,           1086,           1043,            310,              2
        Tbilisi,             to,        Tripoli,           1746,            936,           1506,           1038,           1043,            310,              2
         Sendai,             to,        Magadan,           2477,            981,           2561,            734,           1043,            310,              2
       Santiago,             to,          Quito,            882,           1550,            827,           1295,           1043,            310,              2
      Monterrey,             to,          Quito,            671,           1086,            827,           1295,           1043,            310,              2
        Tripoli,             to,        Tbilisi,           1506,           1038,           1746,            936,           1043,            310,              2
         Athens,             to,     Manchester,           1599,            982,           1397,            817,           1043,            310,              2
     Manchester,             to,         Athens,           1397,            817,           1599,            982,           1043,            310,              2
       Adelaide,             to,   Christchurch,           2463,           1572,           2712,           1650,           1043,            310,              2
          Quito,             to,       Santiago,            827,           1295,            882,           1550,           1043,            310,              2
         Naples,             to, St. Petersburg,           1532,            960,           1645,            725,           1043,            310,              2
         Mumbai,             to,         Padang,           1970,           1147,           2179,           1303,           1043,            310,              2
   Christchurch,             to,       Adelaide,           2712,           1650,           2463,           1572,           1043,            310,              2
        Magadan,             to,         Sendai,           2561,            734,           2477,            981,           1043,            310,              2
         Boston,             to,         Denver,            885,            940,            625,            965,           1044,            311,              2
         Butwal,             to,     Ulan Bator,           2044,           1078,           2221,            886,           1044,            311,              2
        Kuching,             to,      Bangalore,           2246,           1285,           2001,           1195,           1044,            311,              2
      Bangalore,             to,        Kuching,           2001,           1195,           2246,           1285,           1044,            311,              2
         Denver,             to,         Boston,            625,            965,            885,            940,           1044,            311,              2
     Ulan Bator,             to,         Butwal,           2221,            886,           2044,           1078,           1044,            311,              2
          Lhasa,             to,         Padang,           2100,           1054,           2179,           1303,           1044,            311,              2
 St. Petersburg,             to,         Athens,           1645,            725,           1599,            982,           1044,            311,              2
         Athens,             to, St. Petersburg,           1599,            982,           1645,            725,           1044,            311,              2
         Padang,             to,          Lhasa,           2179,           1303,           2100,           1054,           1044,            311,              2
      Monterrey,             to,       Montreal,            671,           1086,            866,            912,           1045,            311,              2
       Asuncion,             to,          Quito,            993,           1497,            827,           1295,           1045,            311,              2
           Bern,             to,         Moscow,           1480,            886,           1719,            780,           1045,            311,              2
       Edmonton,             to,         Dallas,            584,            798,            692,           1036,           1045,            311,              2
       Montreal,             to,      Monterrey,            866,            912,            671,           1086,           1045,            311,              2
    Thunder Bay,             to,      Vancouver,            749,            872,            488,            856,           1045,            311,              2
          Delhi,             to,          Xi'an,           1993,           1068,           2250,           1021,           1045,            311,              2
       Portland,             to,        Houston,            491,            915,            703,           1068,           1045,            311,              2
        Houston,             to,       Portland,            703,           1068,            491,            915,           1045,            311,              2
          Quito,             to,       Asuncion,            827,           1295,            993,           1497,           1045,            311,              2
      Vancouver,             to,    Thunder Bay,            488,            856,            749,            872,           1045,            311,              2
         Dallas,             to,       Edmonton,            692,           1036,            584,            798,           1045,            311,              2
         Moscow,             to,           Bern,           1719,            780,           1480,            886,           1045,            311,              2
          Xi'an,             to,          Delhi,           2250,           1021,           1993,           1068,           1045,            311,              2
       New York,             to,    Mexico City,            864,            956,            683,           1145,           1046,            311,              2
      Hyderabad,             to,      Guangzhou,           2010,           1163,           2265,           1105,           1046,            311,              2
         Cancun,             to,    Thunder Bay,            767,           1133,            749,            872,           1046,            311,              2
       Portland,             to,    Thunder Bay,            491,            915,            749,            872,           1046,            311,              2
      Saskatoon,             to,   Philadelphia,            635,            820,            848,            972,           1046,            311,              2
           Lyon,             to, St. Petersburg,           1455,            905,           1645,            725,           1046,            311,              2
 St. Petersburg,             to,           Lyon,           1645,            725,           1455,            905,           1046,            311,              2
    Thunder Bay,             to,         Cancun,            749,            872,            767,           1133,           1046,            311,              2
         Ottawa,             to,        Phoenix,            838,            912,            605,           1031,           1046,            311,              2
        Tripoli,             to,           Juba,           1506,           1038,           1662,           1248,           1046,            311,              2
        Phoenix,             to,         Ottawa,            605,           1031,            838,            912,           1046,            311,              2
           Lima,             to,          Miami,            837,           1357,            819,           1096,           1046,            311,              2
           Juba,             to,        Tripoli,           1662,           1248,           1506,           1038,           1046,            311,              2
    Thunder Bay,             to,       Portland,            749,            872,            491,            915,           1046,            311,              2
   Philadelphia,             to,      Saskatoon,            848,            972,            635,            820,           1046,            311,              2
    Minneapolis,             to,      Goose Bay,            719,            908,            952,            789,           1046,            311,              2
    Mexico City,             to,       New York,            683,           1145,            864,            956,           1046,            311,              2
          Miami,             to,           Lima,            819,           1096,            837,           1357,           1046,            311,              2
      Goose Bay,             to,    Minneapolis,            952,            789,            719,            908,           1046,            311,              2
      Guangzhou,             to,      Hyderabad,           2265,           1105,           2010,           1163,           1046,            311,              2
         Riyadh,             to,        Tripoli,           1760,           1102,           1506,           1038,           1047,            311,              2
      Katherine,             to,         Padang,           2419,           1408,           2179,           1303,           1047,            311,              2
        Tripoli,             to,         Riyadh,           1506,           1038,           1760,           1102,           1047,            311,              2
         Padang,             to,      Katherine,           2179,           1303,           2419,           1408,           1047,            311,              2
        Nanping,             to,         Urumqi,           2296,           1082,           2087,            924,           1048,            312,              2
           Lima,             to,    Mexico City,            837,           1357,            683,           1145,           1048,            312,              2
      Bangalore,             to,    Kuwait City,           2001,           1195,           1775,           1062,           1048,            312,              2
       Murmansk,             to,         Bergen,           1665,            562,           1458,            723,           1048,            312,              2
         Bergen,             to,       Murmansk,           1458,            723,           1665,            562,           1048,            312,              2
    Mexico City,             to,           Lima,            683,           1145,            837,           1357,           1048,            312,              2
    Kuwait City,             to,      Bangalore,           1775,           1062,           2001,           1195,           1048,            312,              2
         Urumqi,             to,        Nanping,           2087,            924,           2296,           1082,           1048,            312,              2
         Padang,             to,         Butwal,           2179,           1303,           2044,           1078,           1049,            312,              2
         Butwal,             to,         Padang,           2044,           1078,           2179,           1303,           1049,            312,              2
        Iqaluit,             to,    Thunder Bay,            909,            664,            749,            872,           1049,            312,              2
 Salt Lake City,             to,     Charleston,            573,            955,            823,           1035,           1049,            312,              2
         Beirut,             to,        Kampala,           1693,           1020,           1667,           1281,           1049,            312,              2
     Charleston,             to, Salt Lake City,            823,           1035,            573,            955,           1049,            312,              2
    Thunder Bay,             to,        Iqaluit,            749,            872,            909,            664,           1049,            312,              2
        Kampala,             to,         Beirut,           1667,           1281,           1693,           1020,           1049,            312,              2
      Mogadishu,             to,         Lobito,           1768,           1273,           1529,           1382,           1050,            312,              2
      Las Vegas,             to,        Toronto,            566,           1002,            817,            925,           1050,            312,              2
        Toronto,             to,      Las Vegas,            817,            925,            566,           1002,           1050,            312,              2
         Lobito,             to,      Mogadishu,           1529,           1382,           1768,           1273,           1050,            312,              2
        Mombasa,             to,         Kaduna,           1713,           1320,           1476,           1207,           1050,            312,              2
        Caracas,             to,     Cincinnati,            910,           1209,            791,            975,           1050,            312,              2
        Baghdad,             to,         Venice,           1746,           1020,           1508,            909,           1050,            312,              2
      Saskatoon,             to,    New Orleans,            635,            820,            744,           1059,           1050,            312,              2
    New Orleans,             to,      Saskatoon,            744,           1059,            635,            820,           1050,            312,              2
         Venice,             to,        Baghdad,           1508,            909,           1746,           1020,           1050,            312,              2
         Kaduna,             to,        Mombasa,           1476,           1207,           1713,           1320,           1050,            312,              2
