         City 1,             to,         City 2,             X1,             Y1,             X2,             Y2,       Distance,          Coins,            Bux
       Istanbul,             to,      Bangalore,           1642,            958,           2001,           1195,           1720,            480,              2
          Seoul,             to,         Mumbai,           2372,            989,           1970,           1147,           1727,            481,              2
         Mumbai,             to,          Seoul,           1970,           1147,           2372,            989,           1727,            481,              2
        Kolkata,             to,          Cairo,           2074,           1122,           1646,           1063,           1728,            482,              2
          Cairo,             to,        Kolkata,           1646,           1063,           2074,           1122,           1728,            482,              2
           Lima,             to,        Chicago,            837,           1357,            757,            931,           1733,            483,              2
        Chicago,             to,           Lima,            757,            931,            837,           1357,           1733,            483,              2
         Manila,             to,         Sydney,           2326,           1182,           2547,           1565,           1768,            492,              2
         Sydney,             to,         Manila,           2547,           1565,           2326,           1182,           1768,            492,              2
         Mumbai,             to,         Moscow,           1970,           1147,           1719,            780,           1778,            494,              2
         Moscow,             to,         Mumbai,           1719,            780,           1970,           1147,           1778,            494,              2
       Shenyang,             to,        Karachi,           2345,            948,           1921,           1096,           1796,            499,              2
        Karachi,             to,       Shenyang,           1921,           1096,           2345,            948,           1796,            499,              2
       Kinshasa,             to,          Paris,           1526,           1312,           1436,            871,           1800,            500,              2
       Kinshasa,             to,        Karachi,           1526,           1312,           1921,           1096,           1800,            500,              2
        Karachi,             to,       Kinshasa,           1921,           1096,           1526,           1312,           1800,            500,              2
          Paris,             to,       Kinshasa,           1436,            871,           1526,           1312,           1800,            500,              2
          Cairo,             to,          Dhaka,           1646,           1063,           2094,           1109,           1801,            500,              2
          Dhaka,             to,          Cairo,           2094,           1109,           1646,           1063,           1801,            500,              2
         Tehran,             to,          Xi'an,           1797,            997,           2250,           1021,           1814,            503,              2
          Xi'an,             to,         Tehran,           2250,           1021,           1797,            997,           1814,            503,              2
    Los Angeles,             to,           Lima,            526,           1023,            837,           1357,           1825,            506,              2
           Lima,             to,    Los Angeles,            837,           1357,            526,           1023,           1825,            506,              2
      Sao Paulo,             to,          Lagos,           1062,           1480,           1452,           1241,           1829,            507,              2
          Lagos,             to,      Sao Paulo,           1452,           1241,           1062,           1480,           1829,            507,              2
       Kinshasa,             to, Rio De Janeiro,           1526,           1312,           1094,           1466,           1834,            508,              2
 Rio De Janeiro,             to,       Kinshasa,           1094,           1466,           1526,           1312,           1834,            508,              2
       Istanbul,             to,        Kolkata,           1642,            958,           2074,           1122,           1848,            512,              3
        Kolkata,             to,       Istanbul,           2074,           1122,           1642,            958,           1848,            512,              3
        Karachi,             to,          Seoul,           1921,           1096,           2372,            989,           1854,            513,              3
          Seoul,             to,        Karachi,           2372,            989,           1921,           1096,           1854,            513,              3
         Mumbai,             to,       Kinshasa,           1970,           1147,           1526,           1312,           1894,            523,              3
       Kinshasa,             to,         Mumbai,           1526,           1312,           1970,           1147,           1894,            523,              3
       Istanbul,             to,          Dhaka,           1642,            958,           2094,           1109,           1906,            526,              3
          Dhaka,             to,       Istanbul,           2094,           1109,           1642,            958,           1906,            526,              3
          Tokyo,             to,          Delhi,           2467,           1014,           1993,           1068,           1908,            527,              3
          Delhi,             to,          Tokyo,           1993,           1068,           2467,           1014,           1908,            527,              3
         Tehran,             to,      Guangzhou,           1797,            997,           2265,           1105,           1921,            530,              3
      Guangzhou,             to,         Tehran,           2265,           1105,           1797,            997,           1921,            530,              3
         London,             to,       Kinshasa,           1410,            845,           1526,           1312,           1924,            531,              3
       Kinshasa,             to,         London,           1526,           1312,           1410,            845,           1924,            531,              3
      Bangalore,             to,       Kinshasa,           2001,           1195,           1526,           1312,           1956,            539,              3
       Kinshasa,             to,      Bangalore,           1526,           1312,           2001,           1195,           1956,            539,              3
          Lagos,             to,        Karachi,           1452,           1241,           1921,           1096,           1963,            540,              3
        Karachi,             to,          Lagos,           1921,           1096,           1452,           1241,           1963,            540,              3
         Moscow,             to,        Kolkata,           1719,            780,           2074,           1122,           1971,            542,              3
        Kolkata,             to,         Moscow,           2074,           1122,           1719,            780,           1971,            542,              3
       Kinshasa,             to,      Sao Paulo,           1526,           1312,           1062,           1480,           1973,            543,              3
      Sao Paulo,             to,       Kinshasa,           1062,           1480,           1526,           1312,           1973,            543,              3
          Dhaka,             to,         Moscow,           2094,           1109,           1719,            780,           1995,            548,              3
        Beijing,             to,         Tehran,           2295,            966,           1797,            997,           1995,            548,              3
         Moscow,             to,          Dhaka,           1719,            780,           2094,           1109,           1995,            548,              3
         Tehran,             to,        Beijing,           1797,            997,           2295,            966,           1995,            548,              3
          Tokyo,             to,      Bangalore,           2467,           1014,           2001,           1195,           1999,            549,              3
      Bangalore,             to,          Tokyo,           2001,           1195,           2467,           1014,           1999,            549,              3
         Moscow,             to,      Bangalore,           1719,            780,           2001,           1195,           2006,            551,              3
      Bangalore,             to,         Moscow,           2001,           1195,           1719,            780,           2006,            551,              3
    Mexico City,             to,      Sao Paulo,            683,           1145,           1062,           1480,           2023,            555,              3
      Sao Paulo,             to,    Mexico City,           1062,           1480,            683,           1145,           2023,            555,              3
          Tokyo,             to,         Mumbai,           2467,           1014,           1970,           1147,           2057,            564,              3
         Mumbai,             to,          Tokyo,           1970,           1147,           2467,           1014,           2057,            564,              3
    Mexico City,             to, Rio De Janeiro,            683,           1145,           1094,           1466,           2085,            571,              3
 Rio De Janeiro,             to,    Mexico City,           1094,           1466,            683,           1145,           2085,            571,              3
          Lagos,             to,         Mumbai,           1452,           1241,           1970,           1147,           2105,            576,              3
         Mumbai,             to,          Lagos,           1970,           1147,           1452,           1241,           2105,            576,              3
          Delhi,             to,       Kinshasa,           1993,           1068,           1526,           1312,           2107,            576,              3
       Kinshasa,             to,          Delhi,           1526,           1312,           1993,           1068,           2107,            576,              3
   Buenos Aires,             to,    Mexico City,            988,           1575,            683,           1145,           2108,            577,              3
    Mexico City,             to,   Buenos Aires,            683,           1145,            988,           1575,           2108,            577,              3
         Tehran,             to,       Shanghai,           1797,            997,           2323,           1052,           2115,            578,              3
       Shanghai,             to,         Tehran,           2323,           1052,           1797,            997,           2115,            578,              3
          Lagos,             to,         Moscow,           1452,           1241,           1719,            780,           2130,            582,              3
         Moscow,             to,          Lagos,           1719,            780,           1452,           1241,           2130,            582,              3
         Sydney,             to,        Bangkok,           2547,           1565,           2170,           1188,           2132,            583,              3
        Bangkok,             to,         Sydney,           2170,           1188,           2547,           1565,           2132,            583,              3
        Karachi,             to,          Paris,           1921,           1096,           1436,            871,           2138,            584,              3
          Paris,             to,        Karachi,           1436,            871,           1921,           1096,           2138,            584,              3
        Bangkok,             to,          Cairo,           2170,           1188,           1646,           1063,           2154,            588,              3
          Cairo,             to,        Bangkok,           1646,           1063,           2170,           1188,           2154,            588,              3
         Sydney,             to,      Guangzhou,           2547,           1565,           2265,           1105,           2158,            589,              3
      Guangzhou,             to,         Sydney,           2265,           1105,           2547,           1565,           2158,            589,              3
         Tehran,             to,        Jakarta,           1797,            997,           2223,           1339,           2185,            596,              3
        Jakarta,             to,         Tehran,           2223,           1339,           1797,            997,           2185,            596,              3
       Shenyang,             to,         Tehran,           2345,            948,           1797,            997,           2200,            600,              3
         Tehran,             to,       Shenyang,           1797,            997,           2345,            948,           2200,            600,              3
      Bangalore,             to,          Lagos,           2001,           1195,           1452,           1241,           2203,            600,              3
          Lagos,             to,      Bangalore,           1452,           1241,           2001,           1195,           2203,            600,              3
        Karachi,             to,          Tokyo,           1921,           1096,           2467,           1014,           2208,            602,              3
          Tokyo,             to,        Karachi,           2467,           1014,           1921,           1096,           2208,            602,              3
          Tokyo,             to,         Sydney,           2467,           1014,           2547,           1565,           2227,            606,              3
         Sydney,             to,          Tokyo,           2547,           1565,           2467,           1014,           2227,            606,              3
       New York,             to,         London,            864,            956,           1410,            845,           2228,            607,              3
         London,             to,       New York,           1410,            845,            864,            956,           2228,            607,              3
 Rio De Janeiro,             to,       New York,           1094,           1466,            864,            956,           2237,            609,              3
       New York,             to, Rio De Janeiro,            864,            956,           1094,           1466,           2237,            609,              3
         Sydney,             to,       Shanghai,           2547,           1565,           2323,           1052,           2239,            609,              3
       Shanghai,             to,         Sydney,           2323,           1052,           2547,           1565,           2239,            609,              3
      Sao Paulo,             to,       New York,           1062,           1480,            864,            956,           2240,            610,              3
       New York,             to,      Sao Paulo,            864,            956,           1062,           1480,           2240,            610,              3
         Tehran,             to,         Manila,           1797,            997,           2326,           1182,           2241,            610,              3
         Manila,             to,         Tehran,           2326,           1182,           1797,            997,           2241,            610,              3
       Kinshasa,             to,         Moscow,           1526,           1312,           1719,            780,           2263,            615,              3
         Moscow,             to,       Kinshasa,           1719,            780,           1526,           1312,           2263,            615,              3
          Delhi,             to,          Lagos,           1993,           1068,           1452,           1241,           2271,            617,              3
          Lagos,             to,          Delhi,           1452,           1241,           1993,           1068,           2271,            617,              3
        Karachi,             to,         London,           1921,           1096,           1410,            845,           2277,            619,              3
         London,             to,        Karachi,           1410,            845,           1921,           1096,           2277,            619,              3
          Lagos,             to,   Buenos Aires,           1452,           1241,            988,           1575,           2286,            621,              3
   Buenos Aires,             to,          Lagos,            988,           1575,           1452,           1241,           2286,            621,              3
         Tehran,             to,          Seoul,           1797,            997,           2372,            989,           2300,            625,              3
          Seoul,             to,         Tehran,           2372,            989,           1797,            997,           2300,            625,              3
       Istanbul,             to,        Bangkok,           1642,            958,           2170,           1188,           2303,            625,              3
        Bangkok,             to,       Istanbul,           2170,           1188,           1642,            958,           2303,            625,              3
       New York,             to,          Paris,            864,            956,           1436,            871,           2313,            628,              3
          Paris,             to,       New York,           1436,            871,            864,            956,           2313,            628,              3
        Kolkata,             to,       Kinshasa,           2074,           1122,           1526,           1312,           2320,            630,              3
       Kinshasa,             to,        Kolkata,           1526,           1312,           2074,           1122,           2320,            630,              3
         Moscow,             to,          Xi'an,           1719,            780,           2250,           1021,           2332,            633,              3
          Xi'an,             to,         Moscow,           2250,           1021,           1719,            780,           2332,            633,              3
          Delhi,             to,          Paris,           1993,           1068,           1436,            871,           2363,            640,              3
          Paris,             to,          Delhi,           1436,            871,           1993,           1068,           2363,            640,              3
       Kinshasa,             to,   Buenos Aires,           1526,           1312,            988,           1575,           2395,            648,              3
   Buenos Aires,             to,       Kinshasa,            988,           1575,           1526,           1312,           2395,            648,              3
         Mumbai,             to,          Paris,           1970,           1147,           1436,            871,           2404,            651,              3
          Paris,             to,         Mumbai,           1436,            871,           1970,           1147,           2404,            651,              3
          Seoul,             to,         Sydney,           2372,            989,           2547,           1565,           2407,            651,              3
         Sydney,             to,          Seoul,           2547,           1565,           2372,            989,           2407,            651,              3
       Kinshasa,             to,          Dhaka,           1526,           1312,           2094,           1109,           2412,            653,              3
          Dhaka,             to,       Kinshasa,           2094,           1109,           1526,           1312,           2412,            653,              3
          Xi'an,             to,          Cairo,           2250,           1021,           1646,           1063,           2421,            655,              3
          Cairo,             to,          Xi'an,           1646,           1063,           2250,           1021,           2421,            655,              3
        Beijing,             to,         Moscow,           2295,            966,           1719,            780,           2421,            655,              3
         Moscow,             to,        Beijing,           1719,            780,           2295,            966,           2421,            655,              3
         Moscow,             to,        Bangkok,           1719,            780,           2170,           1188,           2432,            658,              3
        Bangkok,             to,         Moscow,           2170,           1188,           1719,            780,           2432,            658,              3
          Xi'an,             to,       Istanbul,           2250,           1021,           1642,            958,           2445,            661,              3
       Istanbul,             to,          Xi'an,           1642,            958,           2250,           1021,           2445,            661,              3
         Sydney,             to,          Xi'an,           2547,           1565,           2250,           1021,           2479,            669,              3
          Xi'an,             to,         Sydney,           2250,           1021,           2547,           1565,           2479,            669,              3
      Guangzhou,             to,          Cairo,           2265,           1105,           1646,           1063,           2481,            670,              3
          Cairo,             to,      Guangzhou,           1646,           1063,           2265,           1105,           2481,            670,              3
          Delhi,             to,         London,           1993,           1068,           1410,            845,           2496,            674,              3
         London,             to,          Delhi,           1410,            845,           1993,           1068,           2496,            674,              3
          Lagos,             to,           Lima,           1452,           1241,            837,           1357,           2503,            675,              3
           Lima,             to,          Lagos,            837,           1357,           1452,           1241,           2503,            675,              3
        Chicago,             to,      Sao Paulo,            757,            931,           1062,           1480,           2512,            678,              3
      Sao Paulo,             to,        Chicago,           1062,           1480,            757,            931,           2512,            678,              3
   Buenos Aires,             to,       New York,            988,           1575,            864,            956,           2525,            681,              3
       New York,             to,   Buenos Aires,            864,            956,            988,           1575,           2525,            681,              3
        Chicago,             to, Rio De Janeiro,            757,            931,           1094,           1466,           2529,            682,              3
 Rio De Janeiro,             to,        Chicago,           1094,           1466,            757,            931,           2529,            682,              3
          Lagos,             to,        Kolkata,           1452,           1241,           2074,           1122,           2533,            683,              3
        Kolkata,             to,          Lagos,           2074,           1122,           1452,           1241,           2533,            683,              3
      Guangzhou,             to,         Moscow,           2265,           1105,           1719,            780,           2541,            685,              3
         Moscow,             to,      Guangzhou,           1719,            780,           2265,           1105,           2541,            685,              3
         Mumbai,             to,         London,           1970,           1147,           1410,            845,           2544,            686,              3
         London,             to,         Mumbai,           1410,            845,           1970,           1147,           2544,            686,              3
          Cairo,             to,        Jakarta,           1646,           1063,           2223,           1339,           2558,            689,              3
        Jakarta,             to,          Cairo,           2223,           1339,           1646,           1063,           2558,            689,              3
      Guangzhou,             to,       Istanbul,           2265,           1105,           1642,            958,           2560,            690,              3
       Istanbul,             to,      Guangzhou,           1642,            958,           2265,           1105,           2560,            690,              3
         Sydney,             to,          Dhaka,           2547,           1565,           2094,           1109,           2571,            692,              3
          Dhaka,             to,         Sydney,           2094,           1109,           2547,           1565,           2571,            692,              3
         Sydney,             to,        Kolkata,           2547,           1565,           2074,           1122,           2592,            698,              3
        Kolkata,             to,         Sydney,           2074,           1122,           2547,           1565,           2592,            698,              3
       Shenyang,             to,         Moscow,           2345,            948,           1719,            780,           2592,            698,              3
         Moscow,             to,       Shenyang,           1719,            780,           2345,            948,           2592,            698,              3
       Shenyang,             to,         Sydney,           2345,            948,           2547,           1565,           2596,            699,              3
         Sydney,             to,       Shenyang,           2547,           1565,           2345,            948,           2596,            699,              3
        Beijing,             to,         Sydney,           2295,            966,           2547,           1565,           2599,            699,              3
         Sydney,             to,        Beijing,           2547,           1565,           2295,            966,           2599,            699,              3
          Paris,             to,      Bangalore,           1436,            871,           2001,           1195,           2605,            701,              3
      Bangalore,             to,          Paris,           2001,           1195,           1436,            871,           2605,            701,              3
       Istanbul,             to,        Beijing,           1642,            958,           2295,            966,           2612,            703,              3
        Beijing,             to,       Istanbul,           2295,            966,           1642,            958,           2612,            703,              3
          Lagos,             to,       New York,           1452,           1241,            864,            956,           2613,            703,              3
       New York,             to,          Lagos,            864,            956,           1452,           1241,           2613,            703,              3
          Dhaka,             to,          Lagos,           2094,           1109,           1452,           1241,           2621,            705,              3
          Lagos,             to,          Dhaka,           1452,           1241,           2094,           1109,           2621,            705,              3
       Kinshasa,             to,        Bangkok,           1526,           1312,           2170,           1188,           2623,            705,              3
        Bangkok,             to,       Kinshasa,           2170,           1188,           1526,           1312,           2623,            705,              3
        Beijing,             to,          Cairo,           2295,            966,           1646,           1063,           2624,            706,              3
          Cairo,             to,        Beijing,           1646,           1063,           2295,            966,           2624,            706,              3
        Chicago,             to,         London,            757,            931,           1410,            845,           2634,            708,              3
         London,             to,        Chicago,           1410,            845,            757,            931,           2634,            708,              3
      Bangalore,             to,         Sydney,           2001,           1195,           2547,           1565,           2638,            709,              3
         Sydney,             to,      Bangalore,           2547,           1565,           2001,           1195,           2638,            709,              3
         Moscow,             to,       Shanghai,           1719,            780,           2323,           1052,           2649,            712,              3
       Shanghai,             to,         Moscow,           2323,           1052,           1719,            780,           2649,            712,              3
          Tokyo,             to,         Tehran,           2467,           1014,           1797,            997,           2680,            720,              3
         Tehran,             to,          Tokyo,           1797,            997,           2467,           1014,           2680,            720,              3
          Cairo,             to,       Shanghai,           1646,           1063,           2323,           1052,           2708,            727,              3
       Shanghai,             to,          Cairo,           2323,           1052,           1646,           1063,           2708,            727,              3
        Chicago,             to,          Paris,            757,            931,           1436,            871,           2726,            731,              3
          Paris,             to,        Chicago,           1436,            871,            757,            931,           2726,            731,              3
          Cairo,             to, Rio De Janeiro,           1646,           1063,           1094,           1466,           2733,            733,              3
 Rio De Janeiro,             to,          Cairo,           1094,           1466,           1646,           1063,           2733,            733,              3
   Buenos Aires,             to,        Chicago,            988,           1575,            757,            931,           2736,            734,              3
        Chicago,             to,   Buenos Aires,            757,            931,            988,           1575,           2736,            734,              3
         Moscow,             to,          Seoul,           1719,            780,           2372,            989,           2742,            735,              3
          Seoul,             to,         Moscow,           2372,            989,           1719,            780,           2742,            735,              3
        Kolkata,             to,          Paris,           2074,           1122,           1436,            871,           2742,            735,              3
          Paris,             to,        Kolkata,           1436,            871,           2074,           1122,           2742,            735,              3
 Rio De Janeiro,             to,          Paris,           1094,           1466,           1436,            871,           2745,            736,              3
          Paris,             to, Rio De Janeiro,           1436,            871,           1094,           1466,           2745,            736,              3
      Bangalore,             to,         London,           2001,           1195,           1410,            845,           2747,            736,              3
         London,             to,      Bangalore,           1410,            845,           2001,           1195,           2747,            736,              3
       Istanbul,             to,       Shanghai,           1642,            958,           2323,           1052,           2749,            737,              3
       Shanghai,             to,       Istanbul,           2323,           1052,           1642,            958,           2749,            737,              3
           Lima,             to,       Kinshasa,            837,           1357,           1526,           1312,           2761,            740,              4
         Manila,             to,          Cairo,           2326,           1182,           1646,           1063,           2761,            740,              4
          Cairo,             to,         Manila,           1646,           1063,           2326,           1182,           2761,            740,              4
       Kinshasa,             to,           Lima,           1526,           1312,            837,           1357,           2761,            740,              4
       Istanbul,             to,        Jakarta,           1642,            958,           2223,           1339,           2779,            744,              4
        Jakarta,             to,       Istanbul,           2223,           1339,           1642,            958,           2779,            744,              4
         London,             to, Rio De Janeiro,           1410,            845,           1094,           1466,           2787,            746,              4
 Rio De Janeiro,             to,         London,           1094,           1466,           1410,            845,           2787,            746,              4
       Kinshasa,             to,        Jakarta,           1526,           1312,           2223,           1339,           2790,            747,              4
        Jakarta,             to,       Kinshasa,           2223,           1339,           1526,           1312,           2790,            747,              4
          Dhaka,             to,          Paris,           2094,           1109,           1436,            871,           2798,            749,              4
          Paris,             to,          Dhaka,           1436,            871,           2094,           1109,           2798,            749,              4
       Istanbul,             to,       Shenyang,           1642,            958,           2345,            948,           2812,            753,              4
       Shenyang,             to,       Istanbul,           2345,            948,           1642,            958,           2812,            753,              4
      Sao Paulo,             to,    Los Angeles,           1062,           1480,            526,           1023,           2817,            754,              4
    Los Angeles,             to,      Sao Paulo,            526,           1023,           1062,           1480,           2817,            754,              4
          Cairo,             to,       Shenyang,           1646,           1063,           2345,            948,           2833,            758,              4
       Shenyang,             to,          Cairo,           2345,            948,           1646,           1063,           2833,            758,              4
         Sydney,             to,         Mumbai,           2547,           1565,           1970,           1147,           2849,            762,              4
         Mumbai,             to,         Sydney,           1970,           1147,           2547,           1565,           2849,            762,              4
          Paris,             to,      Sao Paulo,           1436,            871,           1062,           1480,           2858,            764,              4
      Sao Paulo,             to,          Paris,           1062,           1480,           1436,            871,           2858,            764,              4
          Cairo,             to,      Sao Paulo,           1646,           1063,           1062,           1480,           2870,            767,              4
      Sao Paulo,             to,          Cairo,           1062,           1480,           1646,           1063,           2870,            767,              4
        Kolkata,             to,         London,           2074,           1122,           1410,            845,           2877,            769,              4
         London,             to,        Kolkata,           1410,            845,           2074,           1122,           2877,            769,              4
       Istanbul,             to,         Manila,           1642,            958,           2326,           1182,           2878,            769,              4
         Manila,             to,       Istanbul,           2326,           1182,           1642,            958,           2878,            769,              4
    Los Angeles,             to,   Buenos Aires,            526,           1023,            988,           1575,           2879,            769,              4
          Lagos,             to,        Bangkok,           1452,           1241,           2170,           1188,           2879,            769,              4
        Bangkok,             to,          Lagos,           2170,           1188,           1452,           1241,           2879,            769,              4
   Buenos Aires,             to,    Los Angeles,            988,           1575,            526,           1023,           2879,            769,              4
 Rio De Janeiro,             to,    Los Angeles,           1094,           1466,            526,           1023,           2881,            770,              4
    Los Angeles,             to, Rio De Janeiro,            526,           1023,           1094,           1466,           2881,            770,              4
      Sao Paulo,             to,         London,           1062,           1480,           1410,            845,           2896,            774,              4
         London,             to,      Sao Paulo,           1410,            845,           1062,           1480,           2896,            774,              4
         Manila,             to,         Moscow,           2326,           1182,           1719,            780,           2912,            778,              4
         Moscow,             to,         Manila,           1719,            780,           2326,           1182,           2912,            778,              4
          Cairo,             to,          Seoul,           1646,           1063,           2372,            989,           2919,            779,              4
          Seoul,             to,          Cairo,           2372,            989,           1646,           1063,           2919,            779,              4
          Seoul,             to,       Istanbul,           2372,            989,           1642,            958,           2922,            780,              4
       Istanbul,             to,          Seoul,           1642,            958,           2372,            989,           2922,            780,              4
         London,             to,          Dhaka,           1410,            845,           2094,           1109,           2932,            783,              4
          Dhaka,             to,         London,           2094,           1109,           1410,            845,           2932,            783,              4
          Delhi,             to,         Sydney,           1993,           1068,           2547,           1565,           2977,            794,              4
         Sydney,             to,          Delhi,           2547,           1565,           1993,           1068,           2977,            794,              4
 Rio De Janeiro,             to,       Istanbul,           1094,           1466,           1642,            958,           2988,            797,              4
       Istanbul,             to, Rio De Janeiro,           1642,            958,           1094,           1466,           2988,            797,              4
       Kinshasa,             to,       New York,           1526,           1312,            864,            956,           3006,            801,              4
       New York,             to,       Kinshasa,            864,            956,           1526,           1312,           3006,            801,              4
         Moscow,             to,        Jakarta,           1719,            780,           2223,           1339,           3010,            802,              4
        Jakarta,             to,         Moscow,           2223,           1339,           1719,            780,           3010,            802,              4
          Lagos,             to,        Chicago,           1452,           1241,            757,            931,           3044,            811,              4
        Chicago,             to,          Lagos,            757,            931,           1452,           1241,           3044,            811,              4
      Guangzhou,             to,       Kinshasa,           2265,           1105,           1526,           1312,           3069,            817,              4
       Kinshasa,             to,      Guangzhou,           1526,           1312,           2265,           1105,           3069,            817,              4
           Lima,             to,         London,            837,           1357,           1410,            845,           3073,            818,              4
         London,             to,           Lima,           1410,            845,            837,           1357,           3073,            818,              4
          Paris,             to,           Lima,           1436,            871,            837,           1357,           3085,            821,              4
           Lima,             to,          Paris,            837,           1357,           1436,            871,           3085,            821,              4
    Mexico City,             to,          Lagos,            683,           1145,           1452,           1241,           3099,            824,              4
          Lagos,             to,    Mexico City,           1452,           1241,            683,           1145,           3099,            824,              4
          Lagos,             to,        Jakarta,           1452,           1241,           2223,           1339,           3108,            827,              4
        Jakarta,             to,          Lagos,           2223,           1339,           1452,           1241,           3108,            827,              4
       New York,             to,       Istanbul,            864,            956,           1642,            958,           3112,            828,              4
       Istanbul,             to,       New York,           1642,            958,            864,            956,           3112,            828,              4
      Sao Paulo,             to,       Istanbul,           1062,           1480,           1642,            958,           3121,            830,              4
       Istanbul,             to,      Sao Paulo,           1642,            958,           1062,           1480,           3121,            830,              4
          Xi'an,             to,       Kinshasa,           2250,           1021,           1526,           1312,           3121,            830,              4
       Kinshasa,             to,          Xi'an,           1526,           1312,           2250,           1021,           3121,            830,              4
        Karachi,             to,         Sydney,           1921,           1096,           2547,           1565,           3128,            832,              4
         Sydney,             to,        Karachi,           2547,           1565,           1921,           1096,           3128,            832,              4
         Moscow,             to,          Tokyo,           1719,            780,           2467,           1014,           3134,            833,              4
          Tokyo,             to,         Moscow,           2467,           1014,           1719,            780,           3134,            833,              4
    Mexico City,             to,         London,            683,           1145,           1410,            845,           3145,            836,              4
         London,             to,    Mexico City,           1410,            845,            683,           1145,           3145,            836,              4
          Cairo,             to,       New York,           1646,           1063,            864,            956,           3157,            839,              4
       New York,             to,          Cairo,            864,            956,           1646,           1063,           3157,            839,              4
        Bangkok,             to,          Paris,           2170,           1188,           1436,            871,           3198,            849,              4
          Paris,             to,        Bangkok,           1436,            871,           2170,           1188,           3198,            849,              4
          Paris,             to,    Mexico City,           1436,            871,            683,           1145,           3205,            851,              4
    Mexico City,             to,          Paris,            683,           1145,           1436,            871,           3205,            851,              4
         Manila,             to,       Kinshasa,           2326,           1182,           1526,           1312,           3241,            860,              4
       Kinshasa,             to,         Manila,           1526,           1312,           2326,           1182,           3241,            860,              4
          Cairo,             to,          Tokyo,           1646,           1063,           2467,           1014,           3289,            872,              4
          Tokyo,             to,          Cairo,           2467,           1014,           1646,           1063,           3289,            872,              4
          Lagos,             to,      Guangzhou,           1452,           1241,           2265,           1105,           3297,            874,              4
      Guangzhou,             to,          Lagos,           2265,           1105,           1452,           1241,           3297,            874,              4
          Tokyo,             to,       Istanbul,           2467,           1014,           1642,            958,           3307,            876,              4
       Istanbul,             to,          Tokyo,           1642,            958,           2467,           1014,           3307,            876,              4
          Xi'an,             to,          Paris,           2250,           1021,           1436,            871,           3310,            877,              4
          Paris,             to,          Xi'an,           1436,            871,           2250,           1021,           3310,            877,              4
          Lagos,             to,          Xi'an,           1452,           1241,           2250,           1021,           3311,            877,              4
          Xi'an,             to,          Lagos,           2250,           1021,           1452,           1241,           3311,            877,              4
          Cairo,             to,   Buenos Aires,           1646,           1063,            988,           1575,           3334,            883,              4
   Buenos Aires,             to,          Cairo,            988,           1575,           1646,           1063,           3334,            883,              4
        Bangkok,             to,         London,           2170,           1188,           1410,            845,           3335,            883,              4
         London,             to,        Bangkok,           1410,            845,           2170,           1188,           3335,            883,              4
          Paris,             to,   Buenos Aires,           1436,            871,            988,           1575,           3337,            884,              4
   Buenos Aires,             to,          Paris,            988,           1575,           1436,            871,           3337,            884,              4
       Shanghai,             to,       Kinshasa,           2323,           1052,           1526,           1312,           3353,            888,              4
       Kinshasa,             to,       Shanghai,           1526,           1312,           2323,           1052,           3353,            888,              4
   Buenos Aires,             to,         London,            988,           1575,           1410,            845,           3372,            893,              4
         London,             to,   Buenos Aires,           1410,            845,            988,           1575,           3372,            893,              4
        Beijing,             to,       Kinshasa,           2295,            966,           1526,           1312,           3373,            893,              4
       Kinshasa,             to,        Beijing,           1526,           1312,           2295,            966,           3373,            893,              4
         Tehran,             to, Rio De Janeiro,           1797,            997,           1094,           1466,           3380,            895,              4
 Rio De Janeiro,             to,         Tehran,           1094,           1466,           1797,            997,           3380,            895,              4
          Xi'an,             to,         London,           2250,           1021,           1410,            845,           3432,            908,              4
         London,             to,          Xi'an,           1410,            845,           2250,           1021,           3432,            908,              4
       Kinshasa,             to,        Chicago,           1526,           1312,            757,            931,           3432,            908,              4
        Chicago,             to,       Kinshasa,            757,            931,           1526,           1312,           3432,            908,              4
          Tokyo,             to,    Los Angeles,           2467,           1014,            526,           1023,           3436,            909,              4
    Los Angeles,             to,          Tokyo,            526,           1023,           2467,           1014,           3436,            909,              4
    Mexico City,             to,       Kinshasa,            683,           1145,           1526,           1312,           3437,            909,              4
       Kinshasa,             to,    Mexico City,           1526,           1312,            683,           1145,           3437,            909,              4
          Cairo,             to,           Lima,           1646,           1063,            837,           1357,           3443,            910,              4
           Lima,             to,          Cairo,            837,           1357,           1646,           1063,           3443,            910,              4
          Paris,             to,      Guangzhou,           1436,            871,           2265,           1105,           3445,            911,              4
      Guangzhou,             to,          Paris,           2265,           1105,           1436,            871,           3445,            911,              4
        Beijing,             to,          Paris,           2295,            966,           1436,            871,           3456,            914,              4
          Paris,             to,        Beijing,           1436,            871,           2295,            966,           3456,            914,              4
         Moscow,             to,       New York,           1719,            780,            864,            956,           3491,            922,              4
       New York,             to,         Moscow,            864,            956,           1719,            780,           3491,            922,              4
         Manila,             to,          Lagos,           2326,           1182,           1452,           1241,           3503,            925,              4
          Lagos,             to,         Manila,           1452,           1241,           2326,           1182,           3503,            925,              4
         Tehran,             to,      Sao Paulo,           1797,            997,           1062,           1480,           3517,            929,              4
      Sao Paulo,             to,         Tehran,           1062,           1480,           1797,            997,           3517,            929,              4
        Chicago,             to,       Istanbul,            757,            931,           1642,            958,           3541,            935,              4
       Istanbul,             to,        Chicago,           1642,            958,            757,            931,           3541,            935,              4
