         City 1,             to,         City 2,             X1,             Y1,             X2,             Y2,       Distance,          Coins,            Bux
      Fortaleza,             to,        Phoenix,           1121,           1316,            605,           1031,           2356,            639,              3
           Lyon,             to,       Montreal,           1455,            905,            866,            912,           2356,            639,              3
           Bern,             to,       Teresina,           1480,            886,           1090,           1328,           2356,            639,              3
         Kaduna,             to,  Santo Domingo,           1476,           1207,            888,           1150,           2360,            640,              3
          Dhaka,             to,    Rockhampton,           2094,           1109,           2553,           1481,           2360,            640,              3
 St. Petersburg,             to,          Dhaka,           1645,            725,           2094,           1109,           2360,            640,              3
          Kabul,             to,         Lisbon,           1944,           1012,           1355,            971,           2360,            640,              3
          Xi'an,             to,       Adelaide,           2250,           1021,           2463,           1572,           2360,            640,              3
         Harare,             to,       Brussels,           1680,           1399,           1454,            853,           2360,            640,              3
       Montreal,             to,       Brussels,            866,            912,           1454,            853,           2360,            640,              3
       Adelaide,             to,          Seoul,           2463,           1572,           2372,            989,           2360,            640,              3
  Santo Domingo,             to,         Kaduna,            888,           1150,           1476,           1207,           2360,            640,              3
        Iqaluit,             to,           Oslo,            909,            664,           1495,            736,           2360,            640,              3
       Brussels,             to,       Montreal,           1454,            853,            866,            912,           2360,            640,              3
       Zanzibar,             to,      Geraldton,           1714,           1348,           2283,           1507,           2360,            640,              3
           Aden,             to,           Cebu,           1764,           1188,           2354,           1214,           2360,            640,              3
       Adelaide,             to,          Xi'an,           2463,           1572,           2250,           1021,           2360,            640,              3
       Windhoek,             to,         Vienna,           1552,           1468,           1553,            878,           2360,            640,              3
         Lisbon,             to,          Kabul,           1355,            971,           1944,           1012,           2360,            640,              3
       Kandahar,             to,        Belfast,           1911,           1037,           1368,            805,           2360,            640,              3
          Beira,             to,           Bern,           1674,           1444,           1480,            886,           2360,            640,              3
         Vienna,             to,       Windhoek,           1553,            878,           1552,           1468,           2360,            640,              3
       Salvador,             to,        Mombasa,           1126,           1385,           1713,           1320,           2360,            640,              3
  Washington DC,             to,        Glasgow,            839,            988,           1392,            781,           2360,            640,              3
        Atlanta,             to,      Anchorage,            791,           1028,            295,            707,           2360,            640,              3
        Norilsk,             to,      Hyderabad,           2073,            576,           2010,           1163,           2360,            640,              3
           Perm,             to,         Taipei,           1851,            755,           2329,           1102,           2360,            640,              3
           Oslo,             to,        Iqaluit,           1495,            736,            909,            664,           2360,            640,              3
      Reykjavik,             to,        Atlanta,           1250,            656,            791,           1028,           2360,            640,              3
           Cebu,             to,           Aden,           2354,           1214,           1764,           1188,           2360,            640,              3
        Glasgow,             to,  Washington DC,           1392,            781,            839,            988,           2360,            640,              3
       Honolulu,             to,          Miami,            229,           1119,            819,           1096,           2360,            640,              3
          Paris,             to,          Delhi,           1436,            871,           1993,           1068,           2360,            640,              3
          Miami,             to,       Honolulu,            819,           1096,            229,           1119,           2360,            640,              3
          Tiksi,             to,         Taipei,           2384,            514,           2329,           1102,           2360,            640,              3
        Belfast,             to,       Kandahar,           1368,            805,           1911,           1037,           2360,            640,              3
  Alice Springs,             to,      Ahmedabad,           2431,           1482,           1966,           1118,           2360,            640,              3
       Brussels,             to,         Harare,           1454,            853,           1680,           1399,           2360,            640,              3
          Dhaka,             to,    Broken Hill,           2094,           1109,           2486,           1550,           2360,            640,              3
         Munich,             to,          Beira,           1507,            878,           1674,           1444,           2360,            640,              3
           Bern,             to,          Beira,           1480,            886,           1674,           1444,           2360,            640,              3
        Mombasa,             to,       Salvador,           1713,           1320,           1126,           1385,           2360,            640,              3
      Ahmedabad,             to,  Alice Springs,           1966,           1118,           2431,           1482,           2360,            640,              3
          Seoul,             to,       Adelaide,           2372,            989,           2463,           1572,           2360,            640,              3
          Delhi,             to,          Paris,           1993,           1068,           1436,            871,           2360,            640,              3
         Taipei,             to,           Perm,           2329,           1102,           1851,            755,           2360,            640,              3
      Geraldton,             to,       Zanzibar,           2283,           1507,           1714,           1348,           2360,            640,              3
    Broken Hill,             to,          Dhaka,           2486,           1550,           2094,           1109,           2360,            640,              3
    Rockhampton,             to,          Dhaka,           2553,           1481,           2094,           1109,           2360,            640,              3
          Beira,             to,         Munich,           1674,           1444,           1507,            878,           2360,            640,              3
      Anchorage,             to,        Atlanta,            295,            707,            791,           1028,           2360,            640,              3
        Atlanta,             to,      Reykjavik,            791,           1028,           1250,            656,           2360,            640,              3
          Dhaka,             to, St. Petersburg,           2094,           1109,           1645,            725,           2360,            640,              3
      Hyderabad,             to,        Norilsk,           2010,           1163,           2073,            576,           2360,            640,              3
         Taipei,             to,          Tiksi,           2329,           1102,           2384,            514,           2360,            640,              3
        Spokane,             to,         Manaus,            550,            892,            972,           1306,           2364,            641,              3
  Washington DC,             to,           Hilo,            839,            988,            268,           1144,           2364,            641,              3
         Butwal,             to,   Johannesburg,           2044,           1078,           1621,           1492,           2364,            641,              3
       New York,             to,        Cordoba,            864,            956,            949,           1541,           2364,            641,              3
      Hong Kong,             to,      Mahajanga,           2279,           1117,           1769,           1416,           2364,            641,              3
  Santo Domingo,             to,        Belfast,            888,           1150,           1368,            805,           2364,            641,              3
         Manaus,             to,        Spokane,            972,           1306,            550,            892,           2364,            641,              3
    Mexico City,             to,           Nuuk,            683,           1145,           1048,            679,           2364,            641,              3
         Recife,             to,    Kansas City,           1154,           1352,            699,            974,           2364,            641,              3
      Hyderabad,             to,        Algiers,           2010,           1163,           1442,            998,           2364,            641,              3
     Charleston,             to,        Belfast,            823,           1035,           1368,            805,           2364,            641,              3
      Mahajanga,             to,      Hong Kong,           1769,           1416,           2279,           1117,           2364,            641,              3
      Saskatoon,             to,         Manaus,            635,            820,            972,           1306,           2364,            641,              3
    Panama City,             to,    Yellowknife,            828,           1221,            566,            691,           2364,            641,              3
        Beijing,             to,       Djibouti,           2295,            966,           1752,           1200,           2364,            641,              3
       Djibouti,             to,        Beijing,           1752,           1200,           2295,            966,           2364,            641,              3
       Windhoek,             to,         Munich,           1552,           1468,           1507,            878,           2364,            641,              3
        Belfast,             to,  Santo Domingo,           1368,            805,            888,           1150,           2364,            641,              3
          Belem,             to,     Manchester,           1054,           1299,           1397,            817,           2364,            641,              3
        Toronto,             to,           Hilo,            817,            925,            268,           1144,           2364,            641,              3
 Salt Lake City,             to,          Belem,            573,            955,           1054,           1299,           2364,            641,              3
         Inuvik,             to,         Boston,            417,            579,            885,            940,           2364,            641,              3
         Venice,             to,       Teresina,           1508,            909,           1090,           1328,           2364,            641,              3
        Belfast,             to,     Charleston,           1368,            805,            823,           1035,           2364,            641,              3
         Sendai,             to,       Adelaide,           2477,            981,           2463,           1572,           2364,            641,              3
      Hyderabad,             to,       In Salah,           2010,           1163,           1424,           1086,           2364,            641,              3
    Yellowknife,             to,    Panama City,            566,            691,            828,           1221,           2364,            641,              3
   Christchurch,             to,        Kuching,           2712,           1650,           2246,           1285,           2364,            641,              3
         Munich,             to,         Recife,           1507,            878,           1154,           1352,           2364,            641,              3
     Georgetown,             to,     Manchester,            985,           1242,           1397,            817,           2364,            641,              3
         Recife,             to,         Munich,           1154,           1352,           1507,            878,           2364,            641,              3
           Hilo,             to,  Washington DC,            268,           1144,            839,            988,           2364,            641,              3
   Johannesburg,             to,         Butwal,           1621,           1492,           2044,           1078,           2364,            641,              3
         Munich,             to,       Windhoek,           1507,            878,           1552,           1468,           2364,            641,              3
       In Salah,             to,      Hyderabad,           1424,           1086,           2010,           1163,           2364,            641,              3
           Nuuk,             to,    Mexico City,           1048,            679,            683,           1145,           2364,            641,              3
           Hilo,             to,        Toronto,            268,           1144,            817,            925,           2364,            641,              3
     Manchester,             to,     Georgetown,           1397,            817,            985,           1242,           2364,            641,              3
     Manchester,             to,          Belem,           1397,            817,           1054,           1299,           2364,            641,              3
         Boston,             to,         Inuvik,            885,            940,            417,            579,           2364,            641,              3
        Algiers,             to,      Hyderabad,           1442,            998,           2010,           1163,           2364,            641,              3
       Teresina,             to,         Venice,           1090,           1328,           1508,            909,           2364,            641,              3
       Adelaide,             to,         Sendai,           2463,           1572,           2477,            981,           2364,            641,              3
      Trondheim,             to,        Norilsk,           1490,            675,           2073,            576,           2364,            641,              3
        Cordoba,             to,       New York,            949,           1541,            864,            956,           2364,            641,              3
        Kuching,             to,   Christchurch,           2246,           1285,           2712,           1650,           2364,            641,              3
        Norilsk,             to,      Trondheim,           2073,            576,           1490,            675,           2364,            641,              3
         Manaus,             to,      Saskatoon,            972,           1306,            635,            820,           2364,            641,              3
          Belem,             to, Salt Lake City,           1054,           1299,            573,            955,           2364,            641,              3
    Kansas City,             to,         Recife,            699,            974,           1154,           1352,           2364,            641,              3
          Dhaka,             to,       Adelaide,           2094,           1109,           2463,           1572,           2368,            642,              3
           Nuuk,             to,       San Jose,           1048,            679,            789,           1212,           2368,            642,              3
      Guangzhou,             to,        Mombasa,           2265,           1105,           1713,           1320,           2368,            642,              3
        Mombasa,             to,      Fortaleza,           1713,           1320,           1121,           1316,           2368,            642,              3
     Georgetown,             to,       Portland,            985,           1242,            491,            915,           2368,            642,              3
          Delhi,             to,          Lulea,           1993,           1068,           1583,            640,           2368,            642,              3
        Tripoli,             to,          Dhaka,           1506,           1038,           2094,           1109,           2368,            642,              3
        Belfast,             to,        Nairobi,           1368,            805,           1693,           1300,           2368,            642,              3
          Kabul,             to,         Durban,           1944,           1012,           1649,           1526,           2368,            642,              3
        Tripoli,             to,         Urumqi,           1506,           1038,           2087,            924,           2368,            642,              3
      Kisangani,             to,         Urumqi,           1607,           1271,           2087,            924,           2368,            642,              3
        Iquitos,             to,       In Salah,            880,           1320,           1424,           1086,           2368,            642,              3
          Lulea,             to,         Bamako,           1583,            640,           1369,           1192,           2368,            642,              3
         Padang,             to,      Al Fashir,           2179,           1303,           1601,           1174,           2368,            642,              3
       Kinshasa,             to,         Bergen,           1526,           1312,           1458,            723,           2368,            642,              3
       In Salah,             to,        Iquitos,           1424,           1086,            880,           1320,           2368,            642,              3
        Mombasa,             to,      Guangzhou,           1713,           1320,           2265,           1105,           2368,            642,              3
        Glasgow,             to,        Toronto,           1392,            781,            817,            925,           2368,            642,              3
        Belfast,             to,       Teresina,           1368,            805,           1090,           1328,           2368,            642,              3
      San Diego,             to,      Araguaina,            544,           1041,           1057,           1338,           2368,            642,              3
         Bergen,             to,       Kinshasa,           1458,            723,           1526,           1312,           2368,            642,              3
    Kansas City,             to,       Salvador,            699,            974,           1126,           1385,           2368,            642,              3
       Murmansk,             to,        Karachi,           1665,            562,           1921,           1096,           2368,            642,              3
       Portland,             to,     Georgetown,            491,            915,            985,           1242,           2368,            642,              3
          Dhaka,             to,        Tripoli,           2094,           1109,           1506,           1038,           2368,            642,              3
      Bangalore,             to,        Algiers,           2001,           1195,           1442,            998,           2368,            642,              3
      Al Fashir,             to,         Padang,           1601,           1174,           2179,           1303,           2368,            642,              3
         Durban,             to,          Kabul,           1649,           1526,           1944,           1012,           2368,            642,              3
         Urumqi,             to,        Tripoli,           2087,            924,           1506,           1038,           2368,            642,              3
         Urumqi,             to,      Kisangani,           2087,            924,           1607,           1271,           2368,            642,              3
          Lagos,             to,         Bogota,           1452,           1241,            860,           1245,           2368,            642,              3
      Fortaleza,             to,        Mombasa,           1121,           1316,           1713,           1320,           2368,            642,              3
         Bogota,             to,          Lagos,            860,           1245,           1452,           1241,           2368,            642,              3
          Perth,             to,         Sendai,           2292,           1544,           2477,            981,           2368,            642,              3
      Araguaina,             to,      San Diego,           1057,           1338,            544,           1041,           2368,            642,              3
       Bordeaux,             to,          Beira,           1417,            910,           1674,           1444,           2368,            642,              3
          Beira,             to,       Bordeaux,           1674,           1444,           1417,            910,           2368,            642,              3
       Teresina,             to,        Belfast,           1090,           1328,           1368,            805,           2368,            642,              3
        Algiers,             to,      Bangalore,           1442,            998,           2001,           1195,           2368,            642,              3
       Benghazi,             to,        Chengdu,           1572,           1042,           2164,           1051,           2368,            642,              3
       San Jose,             to,           Nuuk,            789,           1212,           1048,            679,           2368,            642,              3
         Bamako,             to,          Lulea,           1369,           1192,           1583,            640,           2368,            642,              3
       Adelaide,             to,          Dhaka,           2463,           1572,           2094,           1109,           2368,            642,              3
       Salvador,             to,    Kansas City,           1126,           1385,            699,            974,           2368,            642,              3
        Chengdu,             to,       Benghazi,           2164,           1051,           1572,           1042,           2368,            642,              3
        Nairobi,             to,        Belfast,           1693,           1300,           1368,            805,           2368,            642,              3
        Karachi,             to,       Murmansk,           1921,           1096,           1665,            562,           2368,            642,              3
        Toronto,             to,        Glasgow,            817,            925,           1392,            781,           2368,            642,              3
          Lulea,             to,          Delhi,           1583,            640,           1993,           1068,           2368,            642,              3
         Sendai,             to,          Perth,           2477,            981,           2292,           1544,           2368,            642,              3
        Bangkok,             to,        Kananga,           2170,           1188,           1597,           1343,           2372,            643,              3
        Kuching,             to,          Beira,           2246,           1285,           1674,           1444,           2372,            643,              3
         Madrid,             to,      Ahmedabad,           1395,            955,           1966,           1118,           2372,            643,              3
       Zanzibar,             to,      Fortaleza,           1714,           1348,           1121,           1316,           2372,            643,              3
      St. Louis,             to,          Dakar,            737,            981,           1296,           1179,           2372,            643,              3
         Mumbai,             to,       Brussels,           1970,           1147,           1454,            853,           2372,            643,              3
   Johannesburg,             to,         Venice,           1621,           1492,           1508,            909,           2372,            643,              3
      Amsterdam,             to,      Fortaleza,           1461,            830,           1121,           1316,           2372,            643,              3
           Palu,             to,         Riyadh,           2320,           1299,           1760,           1102,           2372,            643,              3
        Chengdu,             to,    Broken Hill,           2164,           1051,           2486,           1550,           2372,            643,              3
        Chicago,             to,          Dakar,            757,            931,           1296,           1179,           2372,            643,              3
         Venice,             to,   Johannesburg,           1508,            909,           1621,           1492,           2372,            643,              3
       Teresina,             to,         Durban,           1090,           1328,           1649,           1526,           2372,            643,              3
          Dakar,             to,      St. Louis,           1296,           1179,            737,            981,           2372,            643,              3
       In Salah,             to,  Washington DC,           1424,           1086,            839,            988,           2372,            643,              3
      Hong Kong,             to,         Beirut,           2279,           1117,           1693,           1020,           2372,            643,              3
        Kolkata,             to,           Rome,           2074,           1122,           1508,            942,           2372,            643,              3
           Bern,             to,          Belem,           1480,            886,           1054,           1299,           2372,            643,              3
         Harare,             to,          Hanoi,           1680,           1399,           2210,           1132,           2372,            643,              3
         Berlin,             to,    Livingstone,           1528,            831,           1611,           1419,           2372,            643,              3
         Madrid,             to, Rio De Janeiro,           1395,            955,           1094,           1466,           2372,            643,              3
       New York,             to,           Lyon,            864,            956,           1455,            905,           2372,            643,              3
  Washington DC,             to,       In Salah,            839,            988,           1424,           1086,           2372,            643,              3
           Lyon,             to,       New York,           1455,            905,            864,            956,           2372,            643,              3
         Madrid,             to,      Mahajanga,           1395,            955,           1769,           1416,           2372,            643,              3
         Harare,             to,          Minsk,           1680,           1399,           1644,            807,           2372,            643,              3
    Livingstone,             to,         Berlin,           1611,           1419,           1528,            831,           2372,            643,              3
          Dakar,             to,        Chicago,           1296,           1179,            757,            931,           2372,            643,              3
         Madrid,             to,          Miami,           1395,            955,            819,           1096,           2372,            643,              3
 Rio De Janeiro,             to,         Madrid,           1094,           1466,           1395,            955,           2372,            643,              3
       Brussels,             to,         Mumbai,           1454,            853,           1970,           1147,           2372,            643,              3
         Broome,             to,      Mogadishu,           2344,           1418,           1768,           1273,           2372,            643,              3
          Miami,             to,         Madrid,            819,           1096,           1395,            955,           2372,            643,              3
         Durban,             to,       Teresina,           1649,           1526,           1090,           1328,           2372,            643,              3
      Ahmedabad,             to,         Madrid,           1966,           1118,           1395,            955,           2372,            643,              3
        Karachi,             to,     Manchester,           1921,           1096,           1397,            817,           2372,            643,              3
      Mahajanga,             to,         Madrid,           1769,           1416,           1395,            955,           2372,            643,              3
        Kananga,             to,        Bangkok,           1597,           1343,           2170,           1188,           2372,            643,              3
           Rome,             to,        Kolkata,           1508,            942,           2074,           1122,           2372,            643,              3
      Mogadishu,             to,         Broome,           1768,           1273,           2344,           1418,           2372,            643,              3
      Fortaleza,             to,       Zanzibar,           1121,           1316,           1714,           1348,           2372,            643,              3
     Manchester,             to,        Karachi,           1397,            817,           1921,           1096,           2372,            643,              3
          Minsk,             to,         Harare,           1644,            807,           1680,           1399,           2372,            643,              3
         La Paz,             to,       Bismarck,            911,           1428,            643,            898,           2372,            643,              3
      Reykjavik,             to,       Monrovia,           1250,            656,           1339,           1243,           2372,            643,              3
         Beirut,             to,      Hong Kong,           1693,           1020,           2279,           1117,           2372,            643,              3
          Beira,             to,        Kuching,           1674,           1444,           2246,           1285,           2372,            643,              3
          Belem,             to,           Bern,           1054,           1299,           1480,            886,           2372,            643,              3
       Monrovia,             to,      Reykjavik,           1339,           1243,           1250,            656,           2372,            643,              3
       Bismarck,             to,         La Paz,            643,            898,            911,           1428,           2372,            643,              3
    Broken Hill,             to,        Chengdu,           2486,           1550,           2164,           1051,           2372,            643,              3
          Hanoi,             to,         Harare,           2210,           1132,           1680,           1399,           2372,            643,              3
      Fortaleza,             to,      Amsterdam,           1121,           1316,           1461,            830,           2372,            643,              3
         Riyadh,             to,           Palu,           1760,           1102,           2320,           1299,           2372,            643,              3
       Benghazi,             to,      Araguaina,           1572,           1042,           1057,           1338,           2376,            644,              3
    Kuwait City,             to,           Palu,           1775,           1062,           2320,           1299,           2376,            644,              3
      Chihuahua,             to,         Recife,            631,           1070,           1154,           1352,           2376,            644,              3
      Chihuahua,             to,      Sao Paulo,            631,           1070,           1062,           1480,           2376,            644,              3
       Honolulu,             to,        Detroit,            229,           1119,            797,            945,           2376,            644,              3
        Karachi,             to,         Bergen,           1921,           1096,           1458,            723,           2376,            644,              3
        Tripoli,             to,          Lhasa,           1506,           1038,           2100,           1054,           2376,            644,              3
       Santiago,             to,       New York,            882,           1550,            864,            956,           2376,            644,              3
        Kolkata,             to,       Adelaide,           2074,           1122,           2463,           1572,           2376,            644,              3
         Harare,             to,       Teresina,           1680,           1399,           1090,           1328,           2376,            644,              3
       Istanbul,             to,          Hanoi,           1642,            958,           2210,           1132,           2376,            644,              3
           Palu,             to,    Kuwait City,           2320,           1299,           1775,           1062,           2376,            644,              3
   Philadelphia,             to,        Algiers,            848,            972,           1442,            998,           2376,            644,              3
          Kabul,             to,         Darwin,           1944,           1012,           2407,           1385,           2376,            644,              3
           Nuuk,             to,        Seattle,           1048,            679,            491,            886,           2376,            644,              3
       Adelaide,             to,        Kolkata,           2463,           1572,           2074,           1122,           2376,            644,              3
      Las Vegas,             to,      Araguaina,            566,           1002,           1057,           1338,           2376,            644,              3
          Hanoi,             to,       Istanbul,           2210,           1132,           1642,            958,           2376,            644,              3
      Araguaina,             to,      Las Vegas,           1057,           1338,            566,           1002,           2376,            644,              3
        Norilsk,             to,        Rangoon,           2073,            576,           2137,           1167,           2376,            644,              3
        Detroit,             to,       Honolulu,            797,            945,            229,           1119,           2376,            644,              3
     Copenhagen,             to,        Norilsk,           1516,            783,           2073,            576,           2376,            644,              3
         Bergen,             to,        Karachi,           1458,            723,           1921,           1096,           2376,            644,              3
         Recife,             to,      Chihuahua,           1154,           1352,            631,           1070,           2376,            644,              3
          Lhasa,             to,        Tripoli,           2100,           1054,           1506,           1038,           2376,            644,              3
        Rangoon,             to,        Norilsk,           2137,           1167,           2073,            576,           2376,            644,              3
       Teresina,             to,         Harare,           1090,           1328,           1680,           1399,           2376,            644,              3
        Seattle,             to,           Nuuk,            491,            886,           1048,            679,           2376,            644,              3
        Norilsk,             to,     Copenhagen,           2073,            576,           1516,            783,           2376,            644,              3
        Mombasa,             to,     Manchester,           1713,           1320,           1397,            817,           2376,            644,              3
        Algiers,             to,   Philadelphia,           1442,            998,            848,            972,           2376,            644,              3
       Timbuktu,             to,           Lima,           1399,           1162,            837,           1357,           2376,            644,              3
           Lima,             to,       Timbuktu,            837,           1357,           1399,           1162,           2376,            644,              3
      Fairbanks,             to,    New Orleans,            310,            653,            744,           1059,           2376,            644,              3
 Rio De Janeiro,             to,        Tripoli,           1094,           1466,           1506,           1038,           2376,            644,              3
      Araguaina,             to,       Benghazi,           1057,           1338,           1572,           1042,           2376,            644,              3
    New Orleans,             to,      Fairbanks,            744,           1059,            310,            653,           2376,            644,              3
        Kolkata,             to,    Broken Hill,           2074,           1122,           2486,           1550,           2376,            644,              3
           Riga,             to,          Dhaka,           1604,            772,           2094,           1109,           2376,            644,              3
      Sao Paulo,             to,      Chihuahua,           1062,           1480,            631,           1070,           2376,            644,              3
     Manchester,             to,        Mombasa,           1397,            817,           1713,           1320,           2376,            644,              3
          Dhaka,             to,           Riga,           2094,           1109,           1604,            772,           2376,            644,              3
        Tripoli,             to, Rio De Janeiro,           1506,           1038,           1094,           1466,           2376,            644,              3
       New York,             to,       Santiago,            864,            956,            882,           1550,           2376,            644,              3
    Broken Hill,             to,        Kolkata,           2486,           1550,           2074,           1122,           2376,            644,              3
         Darwin,             to,          Kabul,           2407,           1385,           1944,           1012,           2376,            644,              3
     Port Sudan,             to,      Fortaleza,           1693,           1149,           1121,           1316,           2380,            645,              3
          Beira,             to,       Teresina,           1674,           1444,           1090,           1328,           2380,            645,              3
       Khartoum,             to,       Teresina,           1667,           1179,           1090,           1328,           2380,            645,              3
       Teresina,             to,       Khartoum,           1090,           1328,           1667,           1179,           2380,            645,              3
    Panama City,             to,        Seville,            828,           1221,           1376,            987,           2380,            645,              3
        Seville,             to,    Panama City,           1376,            987,            828,           1221,           2380,            645,              3
     Ulan Bator,             to,      Mogadishu,           2221,            886,           1768,           1273,           2380,            645,              3
       Teresina,             to,          Beira,           1090,           1328,           1674,           1444,           2380,            645,              3
         Manaus,             to,       Bordeaux,            972,           1306,           1417,            910,           2380,            645,              3
      Al Fashir,             to,    Novosibirsk,           1601,           1174,           2063,            798,           2380,            645,              3
       Asuncion,             to,     Casablanca,            993,           1497,           1364,           1031,           2380,            645,              3
     Casablanca,             to,       Asuncion,           1364,           1031,            993,           1497,           2380,            645,              3
           Nuuk,             to,         Oaxaca,           1048,            679,            699,           1161,           2380,            645,              3
          Belem,             to,    Los Angeles,           1054,           1299,            526,           1023,           2380,            645,              3
      Reykjavik,             to,         Kaduna,           1250,            656,           1476,           1207,           2380,            645,              3
         Prague,             to,          Lhasa,           1537,            859,           2100,           1054,           2380,            645,              3
         Bergen,             to,        Kampala,           1458,            723,           1667,           1281,           2380,            645,              3
    Novosibirsk,             to,      Al Fashir,           2063,            798,           1601,           1174,           2380,            645,              3
         Naples,             to,      Cape Town,           1532,            960,           1557,           1555,           2380,            645,              3
       In Salah,             to,       Asuncion,           1424,           1086,            993,           1497,           2380,            645,              3
         Oaxaca,             to,           Nuuk,            699,           1161,           1048,            679,           2380,            645,              3
       Bordeaux,             to,         Manaus,           1417,            910,            972,           1306,           2380,            645,              3
      Mogadishu,             to,     Ulan Bator,           1768,           1273,           2221,            886,           2380,            645,              3
         Butwal,             to,           Bern,           2044,           1078,           1480,            886,           2380,            645,              3
      Fortaleza,             to,     Port Sudan,           1121,           1316,           1693,           1149,           2380,            645,              3
